Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seating Capacity,Location,Sales Channel
2022 Honda HR-V 1.5 V SUV  **Up to RM3K discount trade-in voucher,Honda,HR-V,2022,SUV,Petrol - Unleaded (ULP),40 - 45K KM    ,Automatic,Silver,113000,"RM 1,465/month",http://schema.org/UsedCondition,5,"Penang, Bayan Lepas ",Sales Agent                                            
2016 Mitsubishi Outlander 2.4 SUV One Year Warranty / Tip Top Condition,Mitsubishi,Outlander,2016,SUV,Petrol - Unleaded (ULP),100 - 105K KM    ,Automatic,White,59999,RM 778/month,http://schema.org/UsedCondition,7,"Selangor, Kajang ",Sales Agent                                            
2020 Porsche Cayenne S 2.9 V6 Twin Turbo AWD SUV Unregistered 0-100 Km/h 5.2 Sec Top Speed 264 Km/h 8 Speed Auto PDK Porsche Dynamic Lighting System,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,423333,"RM 5,488/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
"2016 Toyota Sienta 1.5 G MPV, good condition",Toyota,Sienta,2016,MPV,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,White,47888,RM 621/month,http://schema.org/UsedCondition,7,"Selangor, Seri Kembangan ",Sales Agent                                            
2020 Toyota Alphard 2.5 G S C Package (CONVERT TO LEXUS LM350),Toyota,Alphard,2020,MPV,Petrol - Unleaded (ULP),70 - 75K KM    ,Automatic,Black,227000,"RM 2,943/month",http://schema.org/RefurbishedCondition,7,"Selangor, Klang ",Sales Agent                                            
2020 Porsche Cayenne Coupe 4.0 V8 Turbo AWD Unregistered  Japan Spec 550 Hp 0-100 Km/h 3.9 Sec Top Speed 285 Km/h 4.0 V8 Turbo Engine 8 Speed Auto Sta,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,Black,658999,"RM 8,543/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
-2011- Mitsubishi ASX 2.0 SE SUV CHEAPEST / WELCOME TO TEST DRIVE,Mitsubishi,ASX,2011,SUV,Petrol - Unleaded (ULP),110 - 115K KM    ,Automatic,White,23999,RM 311/month,http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
2013 Mazda CX-5 2.0 SKYACTIV-G High Spec SUV One Year Warranty,Mazda,CX-5,2013,SUV,Petrol - Unleaded (ULP),145 - 150K KM    ,Automatic,White,36999,RM 480/month,http://schema.org/UsedCondition,5,"Selangor, Kajang ",Sales Agent                                            
2014 Inokom Elantra 1.6 Sedan HIGH SPEC (A) NEW PAINT WITH BODYKIT,Inokom,Elantra,2014,Sedan,Petrol - Unleaded (ULP),100 - 105K KM    ,Automatic,White,22999,RM 298/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Sungai Besi ",Sales Agent                                            
2016 Kia Picanto 1.2 Hatchback (A) ONE OWNER,Kia,Picanto,2016,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Red,19999,RM 259/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Sungai Besi ",Sales Agent                                            
2011 Inokom Santa Fe 2.2 CRDi Premium SUV (A) BUDGET SUV,Inokom,Santa Fe,2011,SUV,Diesel,110 - 115K KM    ,Automatic,Silver,17999,RM 233/month,http://schema.org/UsedCondition,7,"Kuala Lumpur, Sungai Besi ",Sales Agent                                            
2017 Honda Accord 2.0 i-VTEC VTi-L Sedan,Honda,Accord,2017,Sedan,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Grey,69888,RM 906/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2020 Porsche Cayenne Coupe 2.9 S V6 Turbo AWD Unregistered 22 Inch Wheel Porsche Dynamic Lighting System Plus Full Leather Seat Power Seat Memory,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,Silver,492222,"RM 6,381/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
2023 Volkswagen Arteon 2.0 R-Line (with IQ Drive),Volkswagen,Arteon,2023,Hatchback,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,Blue,198000,"RM 2,567/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Chan Sow Lin ",Sales Agent                                            
2014 Mazda 6 2.5 SKYACTIV-G Sedan One Year Warranty / One Careful Owner,Mazda,6,2014,Sedan,Petrol - Unleaded (ULP),145 - 150K KM    ,Automatic,Grey,41999,RM 544/month,http://schema.org/UsedCondition,5,"Selangor, Kajang ",Sales Agent                                            
2016 Nissan Teana 2.0 (A) KEYLESS PUSH START LEATHER SEAT,Nissan,Teana,2016,Sedan,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,White,40888,RM 530/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2024 Toyota Alphard 2.4 Executive Lounge MPV,Toyota,Alphard,2024,MPV,Petrol - Unleaded (ULP),0 - 5K KM    ,Automatic,White,518000,"RM 6,716/month",http://schema.org/UsedCondition,7,"Kuala Lumpur, Cheras ",Sales Agent                                            
2024 Toyota Alphard 2.4 Executive Lounge MPV,Toyota,Alphard,2024,MPV,Petrol - Unleaded (ULP),0 - 5K KM    ,Automatic,White,518000,"RM 6,716/month",http://schema.org/UsedCondition,7,"Kuala Lumpur, Cheras ",Sales Agent                                            
2023 Mercedes-Benz C300 2.0 AMG Line Sedan,Mercedes-Benz,C300,2023,Sedan,Petrol - Unleaded (ULP),5 - 10K KM    ,Automatic,Grey,278000,"RM 3,604/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Sales Agent                                            
2019 BMW 530e 2.0 SPORT Sedan,BMW,530e,2019,Sedan,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Black,122000,"RM 1,582/month",http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
2020 Porsche Cayenne Coupe 2.9 S V6 Turbo AWD Unregistered Surround View Camera Adaptive Cruise Control Four Zone Climate Control Sport Chrono With,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,Grey,498555,"RM 6,463/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
"2023 Land Rover Defender 2.0 110 P300 Isner Dark Edition , Limited to 170 , Air suspension pack , Sliding panoramic roof",Land Rover,Defender,2023,SUV,Petrol - Unleaded (ULP),0 - 5K KM    ,Automatic,Black,520000,"RM 6,741/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2016 BMW 218i 1.5 Active Tourer Hatchback,BMW,218i,2016,Hatchback,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Black,48000,RM 622/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
"2023 Toyota Veloz 1.5 MPV, full service record, low mileage",Toyota,Veloz,2023,MPV,Petrol - Unleaded (ULP),35 - 40K KM    ,Automatic,White,86888,"RM 1,126/month",http://schema.org/UsedCondition,7,"Selangor, Seri Kembangan ",Sales Agent                                            
2023 Mercedes-Benz C300 2.0 AMG Line Sedan,Mercedes-Benz,C300,2023,Sedan,Petrol - Unleaded (ULP),5 - 10K KM    ,Automatic,Grey,278000,"RM 3,604/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Sales Agent                                            
2010 Toyota Alphard 3.5 G MPV,Toyota,Alphard,2010,MPV,Petrol - Unleaded (ULP),110 - 115K KM    ,Automatic,Grey,48800,RM 633/month,http://schema.org/UsedCondition,7,"Johor, Ulu Tiram ",Sales Agent                                            
2023 Perodua Aruz 1.5 AV SUV/TIPTOP/PERAK,Perodua,Aruz,2023,SUV,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,Blue,61300,RM 795/month,http://schema.org/UsedCondition,7,"Perak, Ipoh ",Dealer                                            
2015 Honda Accord 2.0 i-VTEC VTi-L Sedan,Honda,Accord,2015,Sedan,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,White,47880,RM 621/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2019 Perodua Myvi 1.5 AV Hatchback,Perodua,Myvi,2019,Hatchback,Petrol - Unleaded (ULP),65 - 70K KM    ,Automatic,Black,40000,RM 519/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
5A Good Condition 2021 Unreg Japan Spec Mercedes-Benz G63 AMG 4.0 SUV Burmester Sunroof,Mercedes-Benz,G63 AMG,2021,SUV,Petrol - Unleaded (ULP),10 - 15K KM    ,Automatic,White,968000,"RM 12,549/month",http://schema.org/RefurbishedCondition,5,"Selangor, Shah Alam ",Broker                                            
2018 Mercedes-Benz G63 AMG 4.0 SUV,Mercedes-Benz,G63 AMG,2018,SUV,Petrol - Unleaded (ULP),30 - 35K KM    ,Automatic,Black,790000,"RM 10,242/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2018 Mercedes-Benz G63 AMG 4.0 SUV,Mercedes-Benz,G63 AMG,2018,SUV,Petrol - Unleaded (ULP),30 - 35K KM    ,Automatic,Black,790000,"RM 10,242/month",http://schema.org/UsedCondition,5,"Selangor, Klang ",Sales Agent                                            
2019 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris,2019,Hatchback,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Red,57000,RM 739/month,http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
2013 BMW 316i 1.6 Sedan FREE TINTED,BMW,316i,2013,Sedan,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,White,33800,RM 438/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Dealer                                            
2016 Nissan Teana 2.0 XL Sedan,Nissan,Teana,2016,Sedan,Petrol - Unleaded (ULP),80 - 85K KM    ,Automatic,White,43888,RM 569/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2014 Honda Jazz 1.5 V i-VTEC Hatchback,Honda,Jazz,2014,Hatchback,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Black,45000,RM 583/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Chan Sow Lin ",Sales Agent                                            
2020 Porsche Cayenne Coupe 4.0 V8 Turbo AWD Unregistered Surround View Camera Porsche Surface Coated Brake 22 Inch Wheel Light Weight Package Carbo,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,Black,653333,"RM 8,470/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
2014 Kia Cerato 1.6 Sedan,Kia,Cerato,2014,Sedan,Petrol - Unleaded (ULP),40 - 45K KM    ,Automatic,White,31000,RM 402/month,http://schema.org/UsedCondition,5,"Johor, Skudai ",Sales Agent                                            
2019 Perodua Bezza 1.0 G Sedan,Perodua,Bezza,2019,Sedan,Petrol - Unleaded (ULP),120 - 125K KM    ,Automatic,Silver,26800,RM 347/month,http://schema.org/UsedCondition,5,"Johor, Ulu Tiram ",Sales Agent                                            
2014 Mitsubishi Triton 2.5 Dual Cab Pickup Truck,Mitsubishi,Triton,2014,Pickup Truck,Diesel,210 - 215K KM    ,Automatic,Black,36800,RM 477/month,http://schema.org/UsedCondition,5,"Johor, Ulu Tiram ",Sales Agent                                            
2023 Honda Civic 2.0 Type R 6A RECON CAR HUGE CARBON OFFER,Honda,Civic,2023,Hatchback,Petrol - Unleaded (ULP),0 - 5K KM    ,Manual,White,318000,"RM 4,123/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang ",Sales Agent                                            
2013 Hyundai ELANTRA 1.8 (A) SPORT SUNROOF FULL SPEC,Inokom,Elantra,2013,Sedan,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Red,19999,RM 259/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2019 Toyota YARIS 1.5 G KEYLESS Car King Easy Loan,Toyota,Yaris,2019,Hatchback,Petrol - Unleaded (ULP),60 - 65K KM    ,Automatic,Black,51999,RM 674/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2020 Porsche Cayenne Coupe 3.0 V6 Turbo TipTronicS 4WD Unregistered Bose Sound System Four Zone Climate Control Panoramic Roof Glass Top Keyless En,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,461111,"RM 5,978/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2020 Porsche Cayenne Coupe 3.0 V6 Turbo TipTronicS 4WD Unregistered 22 Inch Wheel Sport Chrono With Mode Switch Bose Sound System Porsche Crest On Hea,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,Red,458555,"RM 5,945/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2018 Toyota CH-R 1.8 (A) SUPER CAR KING,Toyota,C-HR,2018,SUV,Petrol - Unleaded (ULP),45 - 50K KM    ,Automatic,Blue,85999,"RM 1,115/month",http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Sales Agent                                            
2020 Porsche Cayenne Coupe 3.0 V6 Turbo TipTronicS 4WD Unregistered Bose Sound System Four Zone Climate Control Panoramic Roof Glass Top Keyless En,Porsche,Cayenne,2020,Coupe,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,456666,"RM 5,920/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2016 Proton Preve 1.6 CFE Premium Sedan,Proton,Preve,2016,Sedan,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Orange,24800,RM 322/month,http://schema.org/UsedCondition,5,"Johor, Kota Tinggi ",Dealer                                            
2018 Honda BR-V 1.5 V i-VTEC SUV,Honda,BR-V,2018,SUV,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Silver,39888,RM 517/month,http://schema.org/UsedCondition,7,"Johor, Johor Bahru ",Dealer                                            
2017 Subaru Forester 2.0 P SUV,Subaru,Forester,2017,SUV,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Gold,36888,RM 478/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Dealer                                            
2011 Toyota Vios 1.5 G Sedan FREE TINTED,Toyota,Vios,2011,Sedan,Petrol - Unleaded (ULP),100 - 105K KM    ,Automatic,Brown,23800,RM 309/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Dealer                                            
2018 Proton Perdana 2.0 Sedan (NICE CAR /WELL CONDITION /FREE BANJIR /ORIGINAL MILEAGE /WARANTY PROVIDED) (ARIEF),Proton,Perdana,2018,Sedan,Petrol - Unleaded (ULP),130 - 135K KM    ,Automatic,Grey,39980,RM 518/month,http://schema.org/UsedCondition,5,"Selangor, Klang ",Dealer                                            
2022 Honda City 1.5 V Sensing FULL SPEC * Full Service Record Original Mileage 50k KM * Under Warranty till 2027 * 5-DAY MONEY BACK GUARANTEE,Honda,City,2022,Sedan,Petrol - Unleaded (ULP),50 - 55K KM    ,Automatic,White,69800,RM 905/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Setapak ",Sales Agent                                            
2020 BMW 330i 2.0 M Sport Sedan  F/SERVICE RECORD LOW MIL 60K,BMW,330i,2020,Sedan,Petrol - Unleaded (ULP),65 - 70K KM    ,Automatic,White,169999,"RM 2,204/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Dealer                                            
2021 BMW X3 2.0 xDrive30i M Sport SUV,BMW,X3,2021,SUV,Petrol - Unleaded (ULP),20 - 25K KM    ,Automatic,White,205000,"RM 2,658/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Chan Sow Lin ",Sales Agent                                            
2011 Mazda CX-9 3.7 Gate Gearshift SUV (TT),Mazda,CX-9,2011,SUV,Petrol - Unleaded (ULP),155 - 160K KM    ,Automatic,Silver,14800,RM 192/month,http://schema.org/UsedCondition,7,"Johor, Kota Tinggi ",Dealer                                            
2015 Nissan Almera 1.5 E Sedan,Nissan,Almera,2015,Sedan,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Silver,23800,RM 309/month,http://schema.org/UsedCondition,5,"Negeri Sembilan, Seremban ",Dealer                                            
2023 Perodua AXIA 1.0 E Hatchback,Perodua,AXIA,2023,Hatchback,Petrol - Unleaded (ULP),5 - 10K KM    ,Manual,Black,20875,RM 271/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru ",Dealer                                            
2006 Mercedes-Benz S350 3.5 Sedan (TT),Mercedes-Benz,S350,2006,Sedan,Petrol - Unleaded (ULP),190 - 195K KM    ,Automatic,Silver,16800,RM 218/month,http://schema.org/UsedCondition,5,"Johor, Kota Tinggi ",Dealer                                            
2016 Mitsubishi Outlander 2.4 SUV 7 SEATS FAST LOAN,Mitsubishi,Outlander,2016,SUV,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,White,59999,RM 778/month,http://schema.org/UsedCondition,7,"Kuala Lumpur, Cheras ",Dealer                                            
"2021 Toyota Alphard 2.5 SC (47k km, Alpine player, AppleCarPlay, 360 surround camera, digital inner mirror, roof TV, aircond seats)",Toyota,Alphard,2021,MPV,Petrol - Unleaded (ULP),45 - 50K KM    ,Automatic,White,218000,"RM 2,826/month",http://schema.org/UsedCondition,7,"Kuala Lumpur, Jln Ampang ",Sales Agent                                            
2016 Mitsubishi Outlander 2.4 SUV (TT),Mitsubishi,Outlander,2016,SUV,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Red,49800,RM 646/month,http://schema.org/UsedCondition,7,"Johor, Kota Tinggi ",Dealer                                            
2023 Proton Saga 1.3 Standard Sedan  FACELIFT (A),Proton,Saga,2023,Sedan,Petrol - Unleaded (ULP),40 - 45K KM    ,Automatic,White,29999,RM 389/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Dealer                                            
2015 Nissan Almera 1.5 E Sedan,Nissan,Almera,2015,Sedan,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Silver,23800,RM 309/month,http://schema.org/UsedCondition,5,"Melaka, Alor Gajah ",Dealer                                            
2017 McLaren 570GT 3.8 Coupe,McLaren,570GT,2017,Coupe,Petrol - Unleaded (ULP),25 - 30K KM    ,Automatic,White,699000,"RM 9,062/month",http://schema.org/RefurbishedCondition,2,"Selangor, Klang ",Sales Agent                                            
2016 Proton Perdana 2.0 Sedan (A) HONDA ENGINE & PARTS / ACCIDENT FREE / SERVICE RECORD / ENGINE GEARBOX MAINTAIN WELL / PROMOTION OFFER,Proton,Perdana,2016,Sedan,Petrol - Unleaded (ULP),145 - 150K KM    ,Automatic,Grey,33980,RM 441/month,http://schema.org/UsedCondition,5,"Selangor, Petaling Jaya ",Dealer                                            
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan LOW MIL F/SERVICE,Mercedes-Benz,C200,2019,Sedan,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Grey,129999,"RM 1,685/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Dealer                                            
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan (LOW MILEAGE) (ONE YEAR WARRANTY) (LOCAL MALAYSIA SPEC) (FULL SERVICE RECORD),Mercedes-Benz,C200,2019,Sedan,Petrol - Unleaded (ULP),75 - 80K KM    ,Automatic,Grey,129999,"RM 1,685/month",http://schema.org/UsedCondition,5,"Selangor, Kajang ",Sales Agent                                            
2024 Lexus RX350 2.4 Luxury SUV,Lexus,RX350,2024,SUV,Petrol - Unleaded (ULP),15 - 20K KM    ,Automatic,White,398000,"RM 5,160/month",http://schema.org/RefurbishedCondition,5,"Selangor, Klang ",Sales Agent                                            
2011 Nissan Grand Livina 1.8 Comfort MPV (GOOD FAMILY CAR /WELL CONDITION /FREE BANJIR /ORIGINAL MILEAGE) (ARIEF),Nissan,Grand Livina,2011,MPV,Petrol - Unleaded (ULP),120 - 125K KM    ,Automatic,Black,19980,RM 259/month,http://schema.org/UsedCondition,7,"Selangor, Klang ",Dealer                                            
2012 Volkswagen Passat 1.8 TSI Sedan (OFFER),Volkswagen,Passat,2012,Sedan,Petrol - Unleaded (ULP),130 - 135K KM    ,Automatic,Grey,18800,RM 244/month,http://schema.org/UsedCondition,5,"Johor, Kota Tinggi ",Dealer                                            
2013 Mazda 6 2.5 SKYACTIV-G Sedan (TT),Mazda,6,2013,Sedan,Petrol - Unleaded (ULP),125 - 130K KM    ,Automatic,Grey,28800,RM 373/month,http://schema.org/UsedCondition,5,"Johor, Kota Tinggi ",Dealer                                            
2016 Toyota Vios 1.5 TRD Sportivo Sedan FACELIFT (A),Toyota,Vios,2016,Sedan,Petrol - Unleaded (ULP),95 - 100K KM    ,Automatic,White,48999,RM 635/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Dealer                                            
HONDA JAZZ 1.5L E 2017,Honda,Jazz,2017,Hatchback,Petrol - Unleaded (ULP),85 - 90K KM    ,Automatic,Grey,49800,RM 646/month,http://schema.org/UsedCondition,5,"Negeri Sembilan, Seremban ",Dealer                                            
2011 Mercedes-Benz E250 1.8 AMG Sport Sedan CGI AMG 1.8 W212,Mercedes-Benz,E250,2011,Sedan,Petrol - Unleaded (ULP),120 - 125K KM    ,Automatic,White,43999,RM 570/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Dealer                                            
2015 Proton Preve 1.6 Executive Sedan (OFFER),Proton,Preve,2015,Sedan,Petrol - Unleaded (ULP),110 - 115K KM    ,Automatic,Black,19800,RM 257/month,http://schema.org/UsedCondition,5,"Johor, Kota Tinggi ",Dealer                                            
2020 Honda HR-V 1.8 i-VTEC E SUV  FACELIFT FS/RECORD 90K L/MIL,Honda,HR-V,2020,SUV,Petrol - Unleaded (ULP),90 - 95K KM    ,Automatic,Black,69999,RM 907/month,http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras ",Dealer                                            
