Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seating Capacity,Location,Sales Channel
Volkswagen Arteon 2.0 R-line Fastback Hatchback,Volkswagen,Arteon,2021,Hatchback,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,Silver,135000,"RM 1,750/month",http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Toyota GR86 2.4 RZ * Grade 5A * TRD Muffler/TRD Diffuser/Reverse Camera/18 Sport Rims/Paddle Shift/Half Leather Seat/Cruise Control/LED Headlight,Toyota,GR86,2022,Coupe,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,White,189000,"RM 2,450/month",http://schema.org/RefurbishedCondition,4,"Selangor, Klang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Porsche Cayenne 3.0 V6 - Crayon Grey Metallic/BOSE Sound/PDLS+/Sport Chrono/Carbon Interior/18 Ways Seat/Active Spoiler/Panoramic Roof/360 Camera,Porsche,Cayenne,2022,SUV,Petrol - Unleaded (ULP),5 - 10K KM,Automatic,Grey,580000,"RM 7,519/month",http://schema.org/RefurbishedCondition,5,"Selangor, Shah Alam","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2015 Mercedes-Benz C250 2.0 (A) AMG Sedan Reg.2020 - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,C250,2015,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Silver,101800,"RM 1,320/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
TESLA Model 3 0.0 Standard Range Sedan EV CAR Local Tesla Warranty Low Mileage,TESLA,Model 3,2021,Sedan,Electric,25 - 30K KM,Automatic,White,123000,"RM 1,595/month",http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 Mercedes-Benz CLA180 1.6 (A) Turbo AMG Reg.2020 - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,CLA180,2016,Coupe,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,White,92800,"RM 1,203/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
Subaru Forester 2.0 SUV  2.0I.P FACELIFT Paddle Shirt Power boat,Subaru,Forester,2017,SUV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Bronze,36000,RM 467/month,http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2018 Mercedes-Benz C180 1.6 (A) Avantgarde Sedan - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,C180,2018,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,112800,"RM 1,462/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 Suzuki Swift 1.4 GLX Hatchback # Push Start button # Full Bodykits # Low Mileage,Suzuki,Swift,2016,Hatchback,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,White,28888,RM 375/month,http://schema.org/UsedCondition,5,"Selangor, Puchong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2014 Mercedes-Benz E400 3.0 (A) Avantgarde AMG - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,E400,2014,Sedan,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,Black,79800,"RM 1,035/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
Audi Q5 2.0 TFSI SUV Quattro Face Lift Low mileage,Audi,Q5,2019,SUV,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,White,158000,"RM 2,048/month",http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
Audi A4 2.0 TFSI Sedan Full spec,Audi,A4,2016,Sedan,Petrol - Unleaded (ULP),100 - 105K KM,Automatic,Black,57000,RM 739/month,http://schema.org/UsedCondition,5,"Selangor, Seri Kembangan","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2018 Mercedes-Benz C350e 2.0 (A) Avantgarde AMG - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,C350 e,2018,Sedan,Hybrid,70 - 75K KM,Automatic,Black,89800,"RM 1,164/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 MINI COOPER S 2.0 CLUBMAN NEW FACELIFT ( DIGITAL METER/ HUD/ LEATHER SEAT ),MINI,Clubman,2021,Wagon,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Black,175000,"RM 2,269/month",http://schema.org/RefurbishedCondition,5,"Selangor, Puchong","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2017 Mercedes-Benz A180 1.6 (A) Turbo AMG Reg.2021 - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,A180,2017,Hatchback,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,White,95500,"RM 1,238/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2017 Mercedes-Benz E200 2.0 (A) AMG Sedan - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,E200,2017,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Silver,110800,"RM 1,436/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2015 Mercedes-Benz C200 2.0 (A) Avantgarde Reg.2019 - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,C200,2015,Sedan,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Silver,81800,"RM 1,060/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 Mazda 3 2.0 (A) SKYACTIV-G SEDAN - ( Loan Kedai / Bank / Cash / Credit ),Mazda,3,2016,Sedan,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,Grey,43800,RM 568/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2023 SIME DARBY Nissan Navara 2.5 VL Dual Cab Pickup Truck(NO HIDDEN FEES),Nissan,Navara,2023,Pickup Truck,Diesel,45 - 50K KM,Automatic,Black,102000,"RM 1,322/month",http://schema.org/UsedCondition,5,"Selangor, Shah Alam","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2013 Land Rover Range Rover Sport 3.0 (A) V6 HSE Reg.2017 - ( Loan Kedai / Bank / Cash / Credit ),Land Rover,Range Rover Sport,2013,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Red,162800,"RM 2,111/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Proton X70 1.8 TGDI Executive SUV # FSR # UNDER WARRANTY 2026 # 360 CAM # POWER BOOT,Proton,X70,2021,SUV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Others,62888,RM 815/month,http://schema.org/UsedCondition,5,"Selangor, Puchong","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2017 Kia Sorento 2.2 (A) 7Seaters Diesel SUV - ( Loan Kedai / Bank / Cash / Credit ),Kia,Sorento,2017,SUV,Diesel,100 - 105K KM,Automatic,Black,51800,RM 672/month,http://schema.org/UsedCondition,7,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2011 Jaguar XJ L 5.0 (A) Portfolio Sedan Reg.2014 - ( Loan Kedai / Cash ),Jaguar,XJ,2011,Sedan,Petrol - Unleaded (ULP),120 - 125K KM,Automatic,Black,62800,RM 814/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2013 Mazda CX-5 2.0 SKYACTIV-G*1 CAREFUL OWNER*HARGA PASARRAN*,Mazda,CX-5,2013,SUV,Petrol - Unleaded (ULP),140 - 145K KM,Automatic,Grey,32800,RM 425/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 Mercedes-Benz C200 2.0 Coupe*1 CAREFUL OWNER*ACCIDENT FREE*,Mercedes-Benz,C200,2016,Coupe,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Black,124800,"RM 1,618/month",http://schema.org/UsedCondition,4,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Perodua Bezza 1.3 X Sedan*1 CAREFUL OWNER*ACCIDENT FREE*TIP TOP CONDITION*,Perodua,Bezza,2020,Sedan,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,Black,35800,RM 464/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2018 MINI Countryman 1.5 (A) Cooper SE ALL4 SUV - ( Loan Kedai / Bank / Cash / Credit ),MINI,Countryman,2018,SUV,Hybrid,95 - 100K KM,Automatic,Red,93800,"RM 1,216/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Mercedes-Benz C200 1.5 Avantgarde*1 CAREFUL OWNER*ACCIENT FREE*,Mercedes-Benz,C200,2019,Sedan,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Black,141800,"RM 1,838/month",http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 CBU Mercedes-Benz E200 2.0 (A) Avantgarde Sedan Reg.2017 - ( Loan Kedai / Bank / Cash / Credit ),Mercedes-Benz,E200,2016,Sedan,Petrol - Unleaded (ULP),115 - 120K KM,Automatic,Silver,115800,"RM 1,501/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Honda Civic 1.5 TC VTEC Premium Sedan,Honda,Civic,2019,Sedan,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Grey,89800,"RM 1,164/month",http://schema.org/UsedCondition,5,"Johor, Muar","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2022 Toyota Corolla Cross 1.8 Hybrid SUV UNDER TOYOTA WARRANTY UNTIL 2027,Toyota,Corolla Cross,2022,SUV,Hybrid,65 - 70K KM,Automatic,Blue,98800,"RM 1,281/month",http://schema.org/UsedCondition,5,"Kuala Lumpur, Cheras","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2021 Honda HR-V 1.8 E (A) i-VTEC SUV - ( Loan Kedai / Bank / Cash / Credit ),Honda,HR-V,2021,SUV,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Red,71800,RM 931/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 FullServiceRecord Honda City 1.5 E (A) i-VTEC Sedan - ( Loan Kedai / Bank / Cash / Credit ),Honda,City,2020,Sedan,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Red,55800,RM 723/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2023 Perodua Ativa 1.0 AV (A) Carking New Car Conidtion,Perodua,Ativa,2023,SUV,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,White,63800,RM 827/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
December 2017 BMW 740Le 2.0 (A) xDrive Sedan - ( Loan Kedai / Bank / Cash / Credit ),BMW,740Le,2017,Sedan,Hybrid,80 - 85K KM,Automatic,Black,135800,"RM 1,761/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 BMW 318i 1.5 (A) Turbo Luxury Sedan - ( Loan Kedai / Bank / Cash / Credit ),BMW,318i,2019,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Black,72800,RM 944/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2016 BMW X3 2.0 (A) xDrive20i SUV - ( Loan Kedai / Bank / Cash / Credit ),BMW,X3,2016,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Beige,66800,RM 866/month,http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
"(17k-Km Genuine Mileage) 2022 Porsche 718 Cayman GT4 4.0L 420Hp. Roll Cage, PDLS+, Fire Extinguisher, Ceramic Brake, BOSE, Carbon Bucket Seat,",Porsche,718,2022,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Manual,Blue,818000,"RM 10,605/month",http://schema.org/RefurbishedCondition,2,"Selangor, Petaling Jaya","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 BMW X5 2.0 (A) xDrive40e M Sport SUV - ( Loan Kedai / Bank / Cash / Credit ),BMW,X5,2019,SUV,Hybrid,95 - 100K KM,Automatic,White,108800,"RM 1,411/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 BMW 520i 2.0 (A) G30 Luxury Sedan - ( Loan Kedai / Bank / Cash / Credit ),BMW,520i,2019,Sedan,Petrol - Unleaded (ULP),65 - 70K KM,Automatic,Silver,126800,"RM 1,644/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2015 CBU BMW 220i 2.0 (A) Gran Tourer 7Seater MPV Reg.2016 - (Loan Kedai / Bank / Cash / Credit ),BMW,220i,2015,MPV,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Blue,53800,RM 697/month,http://schema.org/UsedCondition,7,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Honda Civic 1.8 (A) S i-VTEC Sedan - ( Loan Kedai / Bank / Cash / Credit ),Honda,Civic,2020,Sedan,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Black,81800,"RM 1,060/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2020 Honda Accord 1.5 TC (A) VTEC Full Service History - ( Loan Kedai / Bank / Cash / Credit ),Honda,Accord,2020,Sedan,Petrol - Unleaded (ULP),30 - 35K KM,Automatic,White,103800,"RM 1,346/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2019 Audi Q8 3.0 (A) TFSI S-Line QUATTRO - Imported Baru - ( Loan Kedai / Bank / Cash / Credit ),Audi,Q8,2019,SUV,Petrol - Unleaded (ULP),85 - 90K KM,Automatic,Black,253800,"RM 3,290/month",http://schema.org/UsedCondition,5,"Selangor, Kajang","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
-2017 Honda Accord 2.0 i-VTEC VTi-L Car King,Honda,Accord,2017,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,White,66999,RM 869/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
2002 Proton Waja 1.6 Sedan,Proton,Waja,2002,Sedan,Petrol - Unleaded (ULP),140 - 145K KM,Automatic,White,4900,RM 64/month,http://schema.org/UsedCondition,5,"Johor, Muar","Dealer                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
-2016 Volkswagen GOLF 1.4 TSI (A) TipTop Condition,Volkswagen,Golf,2016,Hatchback,Petrol - Unleaded (ULP),75 - 80K KM,Automatic,Gold,60999,RM 791/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
-2019 Mitsubishi Triton 2.5 Quest Dual Cab Pickup Truck King,Mitsubishi,Triton,2019,Pickup Truck,Diesel,90 - 95K KM,Manual,White,59999,RM 778/month,http://schema.org/UsedCondition,5,"Johor, Johor Bahru","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
"2021 Porsche 911 4.0 GT3 PDK Shark Blue with Capristo Exhaust, Included Duty, Low Mileage, Club Sport Package, Full Bucket Seats, BOSE Sound System",Porsche,911,2021,Coupe,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,Blue,1238000,"RM 16,050/month",http://schema.org/RefurbishedCondition,2,"Selangor, Shah Alam","Sales Agent Agent                                            
                            
                                            This 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my"
